name,address,zipCode,contactName,contactPhone,website,profileUrl,jobCostMin,jobCostMax,licenseNumber,averageRating,followers,following,badgeCount,projectCount,reviewCount,commentCount
Fodale Remodeling,%!s(bool=false),%!s(bool=false),:,(951) 691-1020,http://www.fodaleremodeling.com,http://www.houzz.com/pro/fodrem/fodale-remodeling,null,null,null,5,15,0,null,5,1,null
Racing Green,%!s(bool=false),91604,Dougal Murray,(310) 880-0751,http://www.racinggreenconstruction.com,http://www.houzz.com/pro/racinggreen/racing-green,null,null,992206,5,9,7,3,4,5,4
"Terry Beeler and Son General Contractor, Inc.",33639 Sierra Vallejo Road,91390,David Beeler,(661) 251-4630,http://beelerbuildsembetter.com,http://www.houzz.com/pro/davebeeler/terry-beeler-and-son-general-contractor-inc,null,null,null,5,12,1,null,2,1,null
Campbell Construction Inc.,144 Oxnard Ave.,93035,Philip Campbell,(805) 844-8755,http://campbellconstructioninc.net,http://www.houzz.com/pro/campbellconstructioninc805/campbell-construction-inc,null,null,null,5,63,89,2,10,6,6
Horizon Construction & Development Corp,%!s(bool=false),91505,Troy Bourguignon,(818) 326-9592,http://www.horizonconstructionsocal.com/,http://www.houzz.com/pro/troyhorizonconstruction/horizon-construction-and-development-corp,null,null,868799,5,1,0,null,0,1,null
STONE Construction Company,"1702 S Robertson Blvd, Suite 285",90035,John Stone,(310) 288-1753,http://www.stoneconstructioncompany.com,http://www.houzz.com/pro/jdsstone/stone-construction-company,null,null,425872,5,10,17,1,12,3,1
BRP Properties,"12115 San Vicente Blvd, #114",90049,Brian Brown,(310) 800-1975,null,http://www.houzz.com/pro/brpprop/brp-properties,null,null,GC License #983370,5,1,1,1,0,1,null
JL Milnes Constructioon,%!s(bool=false),91343,Rusty,(818) 400-8761,http://jlmilnesconstruction.houzz.com,http://www.houzz.com/pro/jlmilnesconstruction/jl-milnes-constructioon,null,null,447098,5,4,0,null,3,1,null
"United Restoration Services, Inc.",410 E. Ave K-12 #111,93535,Joy Isaman,(661) 945-2555,http://www.unitedrestorationservices.net,http://www.houzz.com/pro/urshomepretty/united-restoration-services-inc,null,null,CSLB# 921571,5,23,2,2,13,8,null
The Well Planned Home,%!s(bool=false),90066,Donna Sanders,(310) 948-4403,http://thewellplannedhome.com,http://www.houzz.com/pro/thewellplannedhome/the-well-planned-home,250,1000,null,5,37,25,2,5,4,16
"Capital Redevelopment Group, LLC",7095 Hollywood Bl. #872,90028,Susan Park,(818) 335-6887,null,http://www.houzz.com/pro/susanpark909/capital-redevelopment-group-llc,null,null,null,5,11,0,null,0,1,null
MH Construction,%!s(bool=false),92234,Michael,(760) 316-4502,http://www.mhconstructionCA.com,http://www.houzz.com/pro/mhconstructionca/mh-construction,null,null,673095,5,6,0,1,9,1,6
Donald R. Maize Construction,35591 Denver Cir.,92596,Donald Maize,(760) 594-7867,http://www.donaldrmaizeconstruction.com,http://www.houzz.com/pro/donmaize/donald-r-maize-construction,null,null,786661,5,3,0,2,2,3,null
New Heights Construction Inc.,%!s(bool=false),92373,Jim,(909) 213-0044,null,http://www.houzz.com/pro/jimnewheights/new-heights-construction-inc,null,null,null,5,0,0,null,0,1,null
DLN Construction,2741 Anchor Ae,90064,David Newey,(310) 487-7100,null,http://www.houzz.com/pro/david-newey/dln-construction,null,null,null,5,15,0,null,9,1,1
Janaki Welch Design/Build,"120 N. Topanga Canyon Blvd, Ste 211",90290,Janaki Welch,(310) 455-4323,http://www.janakiwelch.com,http://www.houzz.com/pro/janakiwelch/janaki-welch-design-build,null,null,627319,5,36,3,null,3,4,null
Gamburd Inc,12405 Montague St,91331,Israel Gamburd,(888) 902-2237,http://www.gamburd.com,http://www.houzz.com/pro/israel-gamburd/gamburd-inc,null,null,939455,5,63,6,3,10,7,3
Custom HardwoodFlooring,%!s(bool=false),%!s(bool=false),:,(818) 212-9977,http://www.custom-hardwood-flooring.com,http://www.houzz.com/pro/customhardwoodflooring/custom-hardwoodflooring,null,null,null,5,9,0,null,0,3,null
Grattan Construction,%!s(bool=false),92562,Sean Grattan,(949) 240-1222,http://www.gratcon.com,http://www.houzz.com/pro/grattcon/grattan-construction,null,null,null,5,5,0,null,5,1,null
Panczak Construction,1604 Brentford Avenue,91361,Joseph Panczak,(805) 551-2586,http://www.panczakconstruction.com,http://www.houzz.com/pro/panczakconstruction/panczak-construction,null,null,980276,5,13,5,3,33,4,2
R.Spector & Co.,%!s(bool=false),90265,Rod Spector,(310) 457-1368,http://www.rspector.com/,http://www.houzz.com/pro/rspectorco/rspector-and-co,null,null,null,5,0,0,null,0,1,null
Innovative Builders,%!s(bool=false),90713,Josh Siler,(562) 519-0420,http://www.innovativebuilders.com,http://www.houzz.com/pro/innovativebuilders/innovative-builders,null,null,940801,5,2,2,null,6,2,null
carlson art and woodwork,28446 Brian Ct,91350,Robert Carlson,(661) 296-8010,http://artandwoodwork.com,http://www.houzz.com/pro/artandwoodwork/carlson-art-and-woodwork,null,null,550 224,5,4,0,1,0,1,null
KAVIN CONSTRUCTION,3814 WILLAT AVENUE,90232,MICHAEL KAVIN,(310) 837-7035,http://WWW.KAVINCONSTRUCTIONINC.COM,http://www.houzz.com/pro/filthrich/kavin-construction,null,null,356032,5,36,0,2,2,6,null
"Diversified Property Services, Inc.",231 E. Alessandro Blvd Ste A 418,92508,Troy Charfauros,(800) 377-6544,http://www.dpsca.com,http://www.houzz.com/pro/dpsca/diversified-property-services-inc,null,null,937979,5,31,13,1,16,2,11
Peak Renovations.com,79469 Country Club Drive,92203,Pam Hatch,(760) 799-2724,http://peakrenovations.com,http://www.houzz.com/pro/peakreno/peak-renovationscom,null,null,934241,5,3,0,1,4,3,null
Walgamuth Building Co,%!s(bool=false),%!s(bool=false),Jerry Walgamuth,%!s(bool=false),http://jerrywalgamuth.houzz.com,http://www.houzz.com/pro/jerrywalgamuth/walgamuth-building-co,null,null,527978,5,7,1,null,4,1,null
Rex General Contractors,%!s(bool=false),90012,Alex Nguyen,(213) 674-9443,http://rexcontractors.com,http://www.houzz.com/pro/rexcontractors/rex-general-contractors,null,null,961316,5,8,0,3,2,8,null
"TJF Construction, Inc.",Mailing Address: 501 S. Reino Road #I-148,91320,Thaddeus Francis,(805) 498-9511,http://www.tjfconstruction.com,http://www.houzz.com/pro/tjfconstruction/tjf-construction-inc,null,null,752326,5,23,12,1,4,5,null
Macore Construction,%!s(bool=false),%!s(bool=false),:,(877) 630-0021,http://Macoreconstruction.com,http://www.houzz.com/pro/redcup/macore-construction,null,null,null,5,2,0,null,0,2,null
Dave Powers Construction,"145 Paseo de la Concha, Unit B",90277,Dave Powers,(310) 261-9874,http://www.davepowersconstruction.com,http://www.houzz.com/pro/davidmarshallpowers/dave-powers-construction,null,null,902159,5,70,13,null,15,4,6
ARY Construction,5776 Lindero Canyon Road # 376,91362,Avi Yardeny,(310) 613-2569,http://ARYConstruction.com,http://www.houzz.com/pro/avi-yardeny/ary-construction,null,null,953632,5,2,3,2,3,3,null
Mora's Construction,1143 South L Street,93033,Jose Manuel Mora,(805) 415-5461,null,http://www.houzz.com/pro/morasconstruction/moras-construction,null,null,B982697,5,2,0,null,0,2,null
"Pantheon Builders, Inc.",22287 mulholland hwy #306,91302,Albert Derian,(818) 292-1515,http://www.pantheonbuilders.com,http://www.houzz.com/pro/pantheonbuilders/pantheon-builders-inc,null,null,794615,5,19,1,null,8,2,1
Socal Preferred Builders,6423 Yucca St,90028,Harry Nokie,(000) 000-0000,http://www.socalpb.com,http://www.houzz.com/pro/socalpb/socal-preferred-builders,null,null,956938,5,27,10,1,3,2,null
American Eagle Construction,PO BOX 1192,92320,Kenny Rice,(951) 283-0730,http://ameagleinc.houzz.com,http://www.houzz.com/pro/ameagleinc/american-eagle-construction,null,null,878787,5,26,2,4,14,20,1
Tri Star Construction,1715 Via El Prado Suite 745,90277,Brian Cull,(310) 540-6642,http://Tristarconstructioninc.com,http://www.houzz.com/pro/tristarconstruction/tri-star-construction,null,null,521474,5,131,321,1,12,2,null
Powell Construction LLC,P.O. Box 2201,90265,Levi Powell,(310) 600-0632,http://PowellConstructionLLC.com,http://www.houzz.com/pro/powellconstructionllc/powell-construction-llc,null,null,B895535,5,9,2,1,5,1,null
goldenline construction inc,1812 Burbank bless #201,91605,Kfir Hajbi,(888) 660-4498,http://info@goldenlineconstruction.com,http://www.houzz.com/pro/goldenline/goldenline-construction-inc,null,null,989378,5,4,1,1,2,3,null
"Zion Construction & Design, Inc.",21307 Gault St.,91303,Zion Mizrahi,(818) 888-9466,http://www.ZionConstructionLosAngeles.com,http://www.houzz.com/pro/zionconstructionlosangeles/zion-construction-and-design-inc,null,null,917195,4.8,67,86,6,15,9,8
24/7 Handyman Services,17412 Ventura Blvd.,91316,Tom (818)259-0184 Office (818) 203-3215,(818) 203-3215,http://www.247HandymanServices.com,http://www.houzz.com/pro/hservices247/24-7-handyman-services,null,null,null,5,1,0,null,17,2,null
Cameron Schutt General Contractor,%!s(bool=false),92028,Cameron Schutt,(760) 497-9000,http://www.cameronschutt.com,http://www.houzz.com/pro/cameronschutt/cameron-schutt-general-contractor,null,null,B411351,5,40,5,null,7,2,2
cox homes,58228 buena vista dr,92284,Pamela Cox,%!s(bool=false),http://chuck@coxhomes.net,http://www.houzz.com/pro/pamela-cox966/cox-homes,null,null,null,1,3,0,null,0,1,2
Mcr Construction Inc.,%!s(bool=false),91501,Mark Rolph,(818) 954-8703,null,http://www.houzz.com/pro/markcrolph/mcr-construction-inc,null,null,null,5,0,0,null,3,1,null
Paster Construction,%!s(bool=false),91377,Gary Paster,(818) 889-3291,null,http://www.houzz.com/pro/pastergm/paster-construction,null,null,null,5,0,0,1,0,1,null
"R.B. Gray Construction, Inc.","17547 Ventura Blvd., #307",91316,Richard Gray,(818) 990-6706,http://rbgrayco.com,http://www.houzz.com/pro/richard-gray8722108/rb-gray-construction-inc,null,null,525607,1,7,4,null,2,1,null
Todd Huff Construction,384 Sacramento Dr.,93004,Todd Huff,(805) 340-1005,http://todddhuffconstruction.net,http://www.houzz.com/pro/toddhuffconstruction/todd-huff-construction,null,null,B-674485,5,4,2,null,8,2,null
New Horizon Construction,%!s(bool=false),92655,Jeff Eastman,(949) 683-6398,null,http://www.houzz.com/pro/newhorizonsocal/new-horizon-construction,null,null,452773,5,4,2,1,2,1,null
Hurst Construction,25110 Narbonne Avenue,90717,Troy Hurst,(310) 944-0430,http://www.hurstbuilds.com,http://www.houzz.com/pro/hurstbuilds/hurst-construction,null,null,B961313,5,15,6,null,5,1,2
Mackey Construction & Restoration,5739 Kanan Rd. Ste 373,91301,Dana Mackey,(800) 840-0873,http://www.MackeyCR.com,http://www.houzz.com/pro/lorimartinmackey/mackey-construction-and-restoration,null,null,B761277,5,4,0,null,0,1,null
Landmark Construction Crew Energy Upgrades,%!s(bool=false),%!s(bool=false),:,(818) 571-1517,http://www.MyLandmark.LA,http://www.houzz.com/pro/landmarkconstructioncrew/landmark-construction-crew-energy-upgrades,null,null,null,5,4,0,null,19,3,null
"RCR Construction Services, Inc.",11721 176th St,90701,Robert Costa,(562) 307-3013,null,http://www.houzz.com/pro/robertcr250/rcr-construction-services-inc,null,null,null,5,0,0,null,0,1,null
RL Remodeling,22817 Ventura blvd,91364,RL  Remodeling (888)324-1144,(888) 324-1144,http://www.rl-remodeling.com,http://www.houzz.com/pro/laksman/rl-remodeling,null,null,885032,4.8,41,423,2,11,6,41
Scheer Construction,11145 Burbank Blvd,91601,Dennis Scheer,(818) 509-9796,http://www.scheerconstructioninc.com,http://www.houzz.com/pro/scheerconstruction/scheer-construction,null,null,697213,5,90,46,null,5,4,1
Bossert  Construction,517 tocino dr,91010,Paul Cummings,(626) 664-3454,null,http://www.houzz.com/pro/paul-cummings/bossert-construction,null,null,B92817,5,19,40,1,7,9,1
Titan Builders & Remodeling Inc,%!s(bool=false),%!s(bool=false),:,(800) 991-2674,http://www.TitanBuildersCo.com,http://www.houzz.com/pro/titanbuilders/titan-builders-and-remodeling-inc,null,null,null,5,1,0,null,4,1,null
Buriani Construction,"240 South Sepulveda Blvd., suite 101A",90266,Chris Buriani,(310) 594-9443,http://www.burianiconstruction.com,http://www.houzz.com/pro/cburiani/buriani-construction,null,null,858217,5,null,null,null,2,1,null
Shields Residential,121 S. Palm Canyon Rd. Suite 215,92262,Steven Shields,(951) 538-4546,http://www.shieldsresidential.com,http://www.houzz.com/pro/steven-shields/shields-residential,null,null,976911,5,29,7,null,8,1,null
Tan construction,%!s(bool=false),%!s(bool=false),William Tan,%!s(bool=false),null,http://www.houzz.com/pro/tanconstruction88/tan-construction,null,null,null,5,0,0,1,0,1,null
Tsukuru USA Corporation,2401 W 208th St. Unit 5,90501,Kaz Mitsuda,(310) 516-1945,http://Tsukuru-usa.com,http://www.houzz.com/pro/tsukuru/tsukuru-usa-corporation,null,null,B-881180,5,4,0,null,6,1,null
Locksmith Beverly Hills,410 N Oakhurst Dr #901,90210,Richard Spinks,(310) 359-6352,http://www.locksmith-beverlyhills.com,http://www.houzz.com/pro/locksmithbeverlyhillsca/locksmith-beverly-hills,null,null,null,5,0,0,null,0,1,null
M.D.H. Builders & Painting Contractors,22525 Sherman way unit 401,91307,Gali Haiun,(855) 328-9776,http://www.venetianpros.com,http://www.houzz.com/pro/galihaiun/mdh-builders-and-painting-contractors,null,null,822756,4.9,101,38,4,10,32,5
"Tenpenny Construction Company, Inc.",1211 Maricopa Hwy. Suite 221,93023,Stan Tenpenny,(805) 646-4110,http://tenpennyconstruction.com,http://www.houzz.com/pro/stan10d/tenpenny-construction-company-inc,null,null,null,5,20,0,3,3,3,null
Desert Design Builders,P.O. Box 4794,92261,Wally Hrdlicka,(760) 341-7303,http://desertdesignbuilders.houzz.com,http://www.houzz.com/pro/desertdesignbuilders/desert-design-builders,null,null,B711415,5,52,15,5,12,7,1
Gregory Greenwood Construction,%!s(bool=false),91316,Gregory Greenwood,(310) 360-6173,http://domiciledr.houzz.com,http://www.houzz.com/pro/domiciledr/gregory-greenwood-construction,null,null,714663,5,28,2,1,15,4,5
Los angeles construction inc,1020 s.robertson blvd,90035,Nir Fertig,(310) 903-1202,http:// Losangeles-construction.com,http://www.houzz.com/pro/nirfertig/los-angeles-construction-inc,null,null,904204,5,3,0,null,7,2,null
Joel Finch General Contractor,382 E California Blvd 105,91106,Joel Finch,(818) 512-2995,null,http://www.houzz.com/pro/joeldfinch/joel-finch-general-contractor,null,null,B 449418,5,2,0,null,0,1,null
Reaume Construction & Design,"101 North Grand Ave, #15",91103,David Reaume,(626) 215-7810,http://www.reaumeconstruction.com,http://www.houzz.com/pro/reaumeconstructiondesign/reaume-construction-and-design,null,null,660204,4.7,553,23,8,42,7,114
Mark Drexler + Associates,24307 Magic Mountain Parkway #317,91355,Mark Drexler,(310) 528-9556,http://www.markdrexlerassociates.com,http://www.houzz.com/pro/markdrexler/mark-drexler-associates,null,null,794343,5,18,1,null,14,1,4
Red Eye Construction,1918 E Main Street,93001,Geno Melena,(805) 910-6235,http://redeyeconstruction.com,http://www.houzz.com/pro/redeyeconstruction/red-eye-construction,null,null,942021,5,81,133,1,5,1,1
Cooper Construction,%!s(bool=false),91607,Bryan Cooper,(909) 838-0994,http://www.youtube.com/watch?v=k8wDIphmzGo,http://www.houzz.com/pro/mickey51/cooper-construction,null,null,CA License # 979179,5,15,0,2,9,6,1
JAAD Construction,9663 Santa Monica Blvd. #724,90210,Mario Ayala,(310) 770-3784,http://www.MarioAyala.com,http://www.houzz.com/pro/jaadinc/jaad-construction,null,null,721430,5,9,1,null,4,1,null
Universal Group Inc Construction,7115 Lindley Ave,91355,jeremiah Beard,(818) 347-6657,http://www.universalgroupinc.com,http://www.houzz.com/pro/universalgroupinc/universal-group-inc-construction,null,null,null,5,19,0,1,4,3,null
Luxus Construction & Design INC.,9663 Santa Monica Blvd. #411,90210,Serg Lichwa,(310) 270-8596,http://luxusconstruction.com,http://www.houzz.com/pro/luxusconstruction/luxus-construction-and-design-inc,null,null,964722,5,46,25,3,7,11,5
Myall Construction Inc.,22647 Ventura Blvd. #304,91364,Chuck Myall,(818) 223-3228,null,http://www.houzz.com/pro/chuckmyall/myall-construction-inc,null,null,null,5,2,0,null,0,1,null
Darrel Bullough,26943 Ruether Ave unit Q,91384,Darrel Bullough,(661) 252-8333,http://bulloughconstruction.com,http://www.houzz.com/pro/bulloughconstruction/darrel-bullough,null,null,601042,4.8,33,2,2,17,9,2
DMD Construction,%!s(bool=false),%!s(bool=false),:,%!s(bool=false),null,http://www.houzz.com/pro/dmdconst/dmd-construction,null,null,null,5,1,0,null,0,1,null
Hillstar Construction Services,5627 Sepulveda Boulevard,91411,ROYE or LIOR M,(818) 433-0121,http://hillstarla.com/,http://www.houzz.com/pro/lior323/hillstar-construction-services,null,null,972213,5,68,60,4,9,7,9
Landmark Building Inc,4636 & 1/2 Clarissa Ave.,90027,Jason Houck,(323) 697-8322,http://www.landmarkbuilding.build,http://www.houzz.com/pro/landmarkbuildinginc/landmark-building-inc,null,null,967613,5,162,17,8,25,24,19
"SOL Tile & Marble, Inc.",12030 Sherman Way,91605,Kobi Sasi,(818) 266-5832,http://soltile.com,http://www.houzz.com/pro/soltileandmarble/sol-tile-and-marble-inc,null,null,835582,5,42,8,3,16,5,null
La Casa Bella Design Inc,17321 Greentree Dr,92503,Rick Inglis,(951) 675-9185,http://lacasabelladesign.net,http://www.houzz.com/pro/rickinglis/la-casa-bella-design-inc,null,null,936114,5,2,0,null,0,1,null
So Cal Home Remodeling Inc.,7100 Hayvenhurst Ave.,91406,Itamar Epshtein,(855) 899-1799,http://socalhomeremodelinginc.com/,http://www.houzz.com/pro/socalhomeremodeling/so-cal-home-remodeling-inc,null,null,989433,5,0,23,null,6,1,1
D & R Inc.,%!s(bool=false),92253,Dennis Norblom,(760) 218-6414,null,http://www.houzz.com/pro/tracy-norblom/d-and-r-inc,null,null,903943,5,2,7,null,0,1,null
Garage Cabinets 4 Less,15790 Gila Way,92508,Doug Wilson,(951) 318-4495,http://www.garagecabinets4less.com,http://www.houzz.com/pro/dougwilson/garage-cabinets-4-less,null,null,407455,5,6,0,null,4,1,null
Locksmith Granada Hills,16857 San Fernando Mission Blvd #200,91344,Charles Adams,(818) 661-1193,http://www.locksmith-granadahills.com,http://www.houzz.com/pro/locksmithgranadahills/locksmith-granada-hills,null,null,null,5,1,0,null,0,1,null
"Frame2Finish, Inc.",11301 W Olympic Blvd,90064,"Frame2Finish, Inc.",(310) 570-3000,http://frame2finish.biz,http://www.houzz.com/pro/frame2finish/frame2finish-inc,null,null,903440,4.5,2,0,null,6,2,null
"Baypost Builders, Inc",3081 Hollyridge Dr.,90068,Ben Bayan,(310) 926-8225,http://benbayan.houzz.com,http://www.houzz.com/pro/benbayan/baypost-builders-inc,null,null,979440,5,17,7,1,7,4,3
Builder Boy,1741 Cherry Ave,90813,Jereme James,(562) 218-3295,http://www.builderboy.com,http://www.houzz.com/pro/builderboy562/builder-boy,null,null,986389,5,21,2,2,15,1,12
Globus Builder,6350 Laurel Canyon Blvd Suite 400,91606,Manny Lev,(818) 266-5655,http://www.globusbuilder.com,http://www.houzz.com/pro/globusbuilder/globus-builder,null,null,null,4.8,538,2,7,24,9,46
Jamie's Kitchen & Bath,3246 San Gabriel Blvd. Suite B,91770,Jamie's Kitchen Cabinets,(626) 280-4112,http://www.jamiescabinets.com,http://www.houzz.com/pro/jamiescabinets/jamies-kitchen-and-bath,null,null,982720,5,66,51,6,20,13,13
Ivory Construction & Design,%!s(bool=false),90036,Guy Sharabi,(323) 855-5314,http://www.ivorycnd.com,http://www.houzz.com/pro/ivorycnd/ivory-construction-and-design,null,null,B-845932,5,4,0,1,12,1,1
Pence Construction Inc,PO Box 7550,92375,Rick Pence,(909) 335-0423,http://www.penceconstruction.com,http://www.houzz.com/pro/rickpence/pence-construction-inc,null,null,589075,5,1,0,null,3,2,null
Honey-do Handyman,%!s(bool=false),91041,Stephen Boykin,(818) 741-7255,http://www.thehoney-dohandyman.com/types-of-work-that-we-do/,http://www.houzz.com/pro/stephenboykin/honey-do-handyman,50,500,null,5,2,0,3,5,5,null
Becker Enterprises,11260 Wilbur Ave Ste 301,91326,Steve Becker,(818) 368-1275,http://www.beckerenterprises.org,http://www.houzz.com/pro/maddogg2020/becker-enterprises,null,null,674852,5,9,1,1,2,1,null
Caldarella & Comapny,1740 Redondo Ave #3,90804,Dane Caldarella,56229098099,http://caldarella&company,http://www.houzz.com/pro/danecald/caldarella-and-comapny,null,null,null,1,1,0,null,0,1,null
"Golden Touch Construction, Inc.",461 Jessie Street,91340,Alon Goldenberg,(818) 838-2060,http://www.gtconstruction.com,http://www.houzz.com/pro/goldentouch8/golden-touch-construction-inc,null,null,892123,5,12,3,2,3,4,1
Schaub Construction,2955 E. Hillcrest #127,91362,David Schaub,(805) 373-1909,http://www.schaubconstructioninc.com,http://www.houzz.com/pro/schaubconst/schaub-construction,null,null,722360,5,5,0,null,3,1,null
GRAMAJO'S CUSTOM HOMES INC.,5426 Sepulveda Blvd.,90230,GRAMAJOS,(424) 209-8009,null,http://www.houzz.com/pro/gramajos/gramajos-custom-homes-inc,null,null,B-753312,4.5,3,0,null,4,2,null
Euro Builders Inc.,117 E. 162 nd Street,90248,Patrick Ruane,(310) 217-1300,http://www.eurobuilders.com,http://www.houzz.com/pro/eurobu5/euro-builders-inc,null,null,null,5,1,0,null,2,1,null
Before and After Remodelers,%!s(bool=false),90278,Jose Deza,(310) 505-4007,http://joserdeza.houzz.com,http://www.houzz.com/pro/joserdeza/before-and-after-remodelers,null,null,785510,5,5,0,null,16,1,null
Major League Builders Inc,9233 West pico Blvd #222,90035,Alon Afuta,(310) 678-1999,http://www.majorleaguebuilders.com,http://www.houzz.com/pro/alonafuta/major-league-builders-inc,null,null,B925758,5,4,1,1,0,1,null
Oakley Construction Inc.,12353 Wilshire Blvd,90025,Paul Oakley,(310) 295-4773,http://www.oakley-construction.com,http://www.houzz.com/pro/paul-oakley/oakley-construction-inc,null,null,B 771675,5,2,4,null,0,1,null
Lightfoot Studios Inc,"30 North Raymond Avenue, Suite 705",91104,Scott Lightfoot,(626) 791-2220,http://www.lightfootstudios.com,http://www.houzz.com/pro/firewaterranch/lightfoot-studios-inc,null,null,877947,5,2,0,null,0,1,null
Top Gun Builders,1305 Daly Rd,93023,Dave Meisch,(805) 646-8209,http://topgunojai.com,http://www.houzz.com/pro/topgunbuilders/top-gun-builders,null,null,536193,5,1,0,null,0,1,null
Flanigan Construction Inc,%!s(bool=false),92374,Danny Flanigan,(909) 792-6740,http://www.flaniganconstruction.com,http://www.houzz.com/pro/dflanigan7/flanigan-construction-inc,null,null,null,5,0,0,null,0,1,null
greg shain,%!s(bool=false),%!s(bool=false),:,(310) 968-7827,http://shaindvevelopment.com,http://www.houzz.com/pro/030970/greg-shain,null,null,null,5,6,0,null,0,1,null
TerraVenti Construction Inc,468 North Camden Dr,90210,TerraVenti Construction Inc,(888) 610-5525,http://www.terraventi.com,http://www.houzz.com/pro/terraventi/terraventi-construction-inc,null,null,993185,5,7,0,null,5,4,null
"Ds1 Construction, Inc",1524 Carmona Ave,90019,Dvir (David) S,(888) 543-6062,http://Www.ds1construction.com,http://www.houzz.com/pro/ds1c/ds1-construction-inc,null,null,null,5,29,5,null,2,1,null
DK Tile,581 Racquet Club Lane,91360,David & Gaylene Knowles,(818) 612-1231,null,http://www.houzz.com/pro/gaylene62/dk-tile,null,null,558929,5,3,0,null,2,1,null
Locksmith Tarzana,18530 Hatteras St #917,91356,Scott Eason,(818) 661-1063,http://www.tarzana-locksmith.com,http://www.houzz.com/pro/0locksmithtarzana/locksmith-tarzana,null,null,null,5,0,0,null,0,1,null
Gordon Gibson Construction,%!s(bool=false),%!s(bool=false),:,(310) 396-9310,http://www.gordongibsonconstruction.com,http://www.houzz.com/pro/jasonmaltas/gordon-gibson-construction,1000000,14000000,null,5,205,3,2,12,3,2
"R & R Construction, Inc.",%!s(bool=false),%!s(bool=false),:,(310) 656-7905,http://www.randrconstruction.us,http://www.houzz.com/pro/randrconstruction/r-and-r-construction-inc,null,null,null,5,17,7,null,9,1,null
All Star Home Improvement,12500 Riverside Drive 201A,91607,All Star Home Improvement,(800) 975-5512,http://www.allstarhomeimprovement.us,http://www.houzz.com/pro/tzvia-cohen/all-star-home-improvement,null,null,830566 A. B.,5,34,2,1,2,3,null
Kb Home Inland Valley Division Office,801 Corporate Center Dr Ste 201,91768,Jeffrey Mezger,(909) 618-1500,http://www.kbhome.com,http://www.houzz.com/pro/kbhomes1/kb-home-inland-valley-division-office,null,null,null,3,14,0,1,1,1,null
Inception Home Remodeling,5627 Sepulveda Blvd. Suite #205,91411,Rani Hafner,(800) 905-4935,http://www.inceptionhomeremodeling.com,http://www.houzz.com/pro/ranihafner/inception-home-remodeling,null,null,895039,4.4,84,55,4,6,7,6
Southern Custom Inc.,%!s(bool=false),92373,Abie Garcia,(909) 831-8163,http://www.southerncustominc.com,http://www.houzz.com/pro/southerncustominc/southern-custom-inc,null,null,867644,5,9,0,null,13,1,null
The Machina Group,1801 N. Garfield Pl. #7,90028,Anastasia Lovelis,(323) 420-7668,http://www.themachinagroup.com,http://www.houzz.com/pro/analovelis/the-machina-group,null,null,957436,5,20,7,1,2,2,null
HOA Specialists Inc,%!s(bool=false),91321,Billy or Bob,(661) 288-0090,http://hoaspecialists.com,http://www.houzz.com/pro/wimplo2/hoa-specialists-inc,null,null,837785,5,0,0,null,0,1,null
"K&A Development, Inc",%!s(bool=false),90266,Kyle Andrich,%!s(bool=false),null,http://www.houzz.com/pro/kandrich/kanda-development-inc,null,null,B865217,5,4,0,null,0,1,null
Sanfilippo Constructio,%!s(bool=false),91105,Mike,(626) 535-0944,null,http://www.houzz.com/pro/sanfilippo-inc/sanfilippo-constructio,null,null,null,5,0,0,null,0,1,null
"LuAnn Development, Inc.",PO Box 1911,90278,LuAnn Fabian,(310) 428-3578,http://www.luanndev.com,http://www.houzz.com/pro/luanndev/luann-development-inc,null,null,981015,4.9,946,43,14,13,28,321
Locksmith Tujunga,10055 Samoa Ave #802,91042,Glenn Downs,(818) 661-1108,http://www.locksmithtujunga.com,http://www.houzz.com/pro/locksmithtujunga/locksmith-tujunga,null,null,null,5,0,0,null,0,2,null
"Stonecrest Custom Homes, Inc.",40184 Julianne Dr.,92563,Don and David DeBate,(951) 837-1224,http://dondebate.houzz.com,http://www.houzz.com/pro/dondebate/stonecrest-custom-homes-inc,500,5000000,null,5,38,null,4,10,13,3
"First Rate Remodeling, Inc.",%!s(bool=false),90706,Robert Cline,(714) 922-0014,http://firstrateremodeling.com,http://www.houzz.com/pro/firstrateremodeling/first-rate-remodeling-inc,null,null,B#807421,5,23,25,1,6,4,3
New Generation Home Improvements,%!s(bool=false),91416,Mario Arechiga,(310) 744-5933,http://www.newgenerationimprovements.com,http://www.houzz.com/pro/newgenerationimprovements/new-generation-home-improvements,null,null,938552,5,6,1,2,5,5,1
Taconic Builders,10215 Santa Monica Blvd,90067,Tom Robinson,(310) 553-5112,null,http://www.houzz.com/pro/tom-robinson/taconic-builders,null,null,null,5,17,0,1,0,1,null
Fisher Construction,%!s(bool=false),91784,Brandon Fisher,(909) 630-9918,null,http://www.houzz.com/pro/brcfisher/fisher-construction,null,null,null,5,0,0,null,0,1,null
Kevin T Peterson Gen Contractor,%!s(bool=false),%!s(bool=false),:,(818) 219-6655,null,http://www.houzz.com/pro/ktpgeneralcontracting/kevin-t-peterson-gen-contractor,null,null,null,5,1,0,null,0,1,null
Locksmith Chatsworth,10155 De Soto Ave #902,91311,Christopher Jones,(818) 661-1194,http://www.locksmithchatsworth.com,http://www.houzz.com/pro/locksmithchatsworth/locksmith-chatsworth,null,null,null,5,1,0,null,0,1,null
