name,address,zipCode,contactName,contactPhone,website,profileUrl,jobCostMin,jobCostMax,licenseNumber,averageRating,followers,following,badgeCount,projectCount,reviewCount,commentCount
Cody Construction,%!s(bool=false),90265,Cody Villablanca,(310) 456-2955,http://cody-construction.com,http://www.houzz.com/pro/codyconstruct/cody-construction,null,null,b-635477,null,1,0,null,3,null,null
amanda gattenby,%!s(bool=false),91306,amanda,(818) 692-4567,null,http://www.houzz.com/pro/lofigirl/amanda-gattenby,50000,150000,null,null,1,1,null,3,null,null
Zalman N Inc.,%!s(bool=false),90265,Zalman Nemtzov,(310) 924-1069,null,http://www.houzz.com/pro/zalman-nemtzov/zalman-n-inc,null,null,null,null,4,6,null,0,null,null
OC Handy Man,%!s(bool=false),91709,Tommy Ponce,(714) 916-4968,http://www.ocmrfixit.com,http://www.houzz.com/pro/tommy-ponce/oc-handy-man,null,null,null,null,1,6,null,0,null,null
McGraw Construction & HVAC,%!s(bool=false),%!s(bool=false),:,(818) 618-7136,http://mcgrawhvac.com,http://www.houzz.com/pro/ryanmcgraw/mcgraw-construction-and-hvac,null,null,null,null,0,0,null,0,null,null
Rezkalla Development,p. o. box 589,92373,Magdi Rezkalla,%!s(bool=false),null,http://www.houzz.com/pro/magdi-rezkalla/rezkalla-development,null,null,b571756,null,0,3,null,0,null,null
E & J Acoustics,%!s(bool=false),91790,Eric Tice,(626) 962-0738,null,http://www.houzz.com/pro/ejacoustic8871/e-and-j-acoustics,null,null,null,null,0,0,null,5,null,null
Caklovic Construction Company,"7922 Day Creek Blvd, #5203",91739,Frank Caklovic,(909) 333-0888,http://www.caklovicconstructioncompany.com,http://www.houzz.com/pro/frank-caklovic/caklovic-construction-company,null,null,467645,null,1,0,null,0,null,null
"Greystone Management Group, Inc.",%!s(bool=false),%!s(bool=false),:,%!s(bool=false),null,http://www.houzz.com/pro/cweebe/greystone-management-group-inc,null,null,null,null,1,0,null,0,null,null
NORTH COUNTY WINDOW AND DOOR,%!s(bool=false),92028,Larry,(760) 728-3110,http://www.ncwindowanddoor.com/,http://www.houzz.com/pro/ncwindowdoor/north-county-window-and-door,null,null,null,null,0,0,null,2,null,null
Uriel Handyman Services,%!s(bool=false),90510,Uriel Cruz,(310) 999-5251,http://www.handymaninpalosverdes.com,http://www.houzz.com/pro/handymaninpalosverdes/uriel-handyman-services,null,null,null,null,0,0,null,0,null,null
Metroplex Advisors,%!s(bool=false),%!s(bool=false),scott furuta,%!s(bool=false),null,http://www.houzz.com/pro/shf123/metroplex-advisors,null,null,null,null,1,0,1,0,1,null
arcabe construction,Po box 83847,%!s(bool=false),rembert james,%!s(bool=false),http://arcabeconstruction.com,http://www.houzz.com/pro/rembert/arcabe-construction,null,null,569000,null,2,0,null,0,null,null
Palos Verdes Construction,%!s(bool=false),90274,Brian Cull,(310) 544-1405,http://palosverdesconstruction.houzz.com,http://www.houzz.com/pro/palosverdesconstruction/palos-verdes-construction,null,null,521474,null,11,1,null,2,null,null
"Mode Development, Inc.",26060 Pacific Coast Highway,90265,Farshad Harandi,(310) 888-0101,http://farshadharandi.houzz.com,http://www.houzz.com/pro/farshadharandi/mode-development-inc,null,null,905382,null,13,19,null,3,null,null
Hostetler Construction,1406 Armsley Sq.,91762,Karl Hostetler,(909) 467-9637,http://Hostetlerconstruction.co,http://www.houzz.com/pro/karl-hostetler/hostetler-construction,null,null,B-532843,null,4,1,null,2,null,null
spellman const co inc,%!s(bool=false),91367,howard,340-5280,null,http://www.houzz.com/pro/bbonkk/spellman-const-co-inc,null,null,538056,null,0,0,null,0,null,null
Locksmith La Canada Flintridge,2350 Foothill Blvd #401,91011,Jason Hill,(818) 661-1165,http://www.locksmithlacanadaflintridge.com,http://www.houzz.com/pro/locksmithlacanadaflintridge/locksmith-la-canada-flintridge,null,null,null,null,0,0,null,0,null,null
AMERBUILD construction & remodeling,%!s(bool=false),%!s(bool=false),:,(818) 705-5555,http://amerbuild.com,http://www.houzz.com/pro/amerbuild/amerbuild-construction-and-remodeling,null,null,null,null,0,0,null,2,null,null
Local Movers California,%!s(bool=false),90011,Calixto Guerrero,(323) 230-9926,http://www.localmoverscalifornia.com,http://www.houzz.com/pro/localmoverscalifornia/local-movers-california,null,null,null,null,0,0,null,0,null,null
All Home Management Inc. - Custom Builders,1646 S La Cienega Blvd.,90035,Kary Perelmutter,(310) 925-9640,http://allhomemanagement.com/,http://www.houzz.com/pro/allhomemanagement/all-home-management-inc-custom-builders,null,null,925389,null,4,0,null,4,null,null
Simich Development,%!s(bool=false),90275,Kyle Robertson,(310) 220-7632,null,http://www.houzz.com/pro/buildbykyle/simich-development,null,null,410855,null,0,14,null,0,null,null
"AGM design and  build, inc.",%!s(bool=false),%!s(bool=false),:,(818) 943-0510,http://agmdesignandbuild.com(comingsoon),http://www.houzz.com/pro/guygil/agm-design-and-build-inc,null,null,null,null,0,0,1,0,1,null
GH Construction Inc.,1826 W. Willow St.,9081,Frank Huang,%!s(bool=false),null,http://www.houzz.com/pro/frankhuang/gh-construction-inc,null,null,455324,null,1,0,null,0,null,null
Woodmansee Construction,9935 Louise Avenue,91325,Tom Woodmansee,(818) 701-9726,null,http://www.houzz.com/pro/woodmncy/woodmansee-construction,null,null,B368306,null,1,0,null,0,null,null
Century West Associates,%!s(bool=false),90049,Century West-Construction,(310) 433-4458,http://centurywestdev.com,http://www.houzz.com/pro/century-west-construction/century-west-associates,null,null,null,null,0,0,null,0,null,null
Kikoinc,%!s(bool=false),91766,Kiko Henriquez,(909) 634-7901,null,http://www.houzz.com/pro/kiko-henriquez/kikoinc,null,null,null,null,0,4,null,0,null,null
R C Parsons Construction,%!s(bool=false),90266,Rob Parsons,(818) 312-7962,null,http://www.houzz.com/pro/rcparsonsconstruction/r-c-parsons-construction,null,null,null,null,0,0,null,2,null,null
Locksmith Torrance,2760 Gramercy Avenue #111G,90501,Oliver McLaughlin,(310) 734-1319,http://www.locksmith-torrance.net,http://www.houzz.com/pro/locksmithtorrance/locksmith-torrance,null,null,null,null,0,0,null,0,null,null
ProTime Remodeling Services,%!s(bool=false),92882,Omar Gutierrez,(562) 777-6467,http://www.protimeremodeling.com,http://www.houzz.com/pro/omarprotimers/protime-remodeling-services,null,null,914077,null,0,0,null,0,null,null
"Windsor Builders, Inc.","2467 Vista Wood Circle, #27",91362,Pentti Lehtonen,(805) 815-7667,null,http://www.houzz.com/pro/pentti/windsor-builders-inc,null,null,883488,null,2,0,null,2,null,null
Water Damage Santa Clarita,%!s(bool=false),91321,Glynn Siggers,(661) 451-1445,http://www.waterdamagesantaclarita.org/,http://www.houzz.com/pro/waterdamagesantaclarita/water-damage-santa-clarita,null,null,null,null,0,0,null,2,null,null
Eye 4 Design,4853 Avoca,90041,Nick,(323) 491-0073,http://www.eye4la.com,http://www.houzz.com/pro/tracia4/eye-4-design,null,null,878235,null,1,0,null,0,null,null
HQ Construction,%!s(bool=false),91763,Hugo Quevedo,(626) 483-3807,null,http://www.houzz.com/pro/hugoq/hq-construction,null,null,810220,null,0,0,null,0,null,null
Protect Eco Specialty and Cleanup,%!s(bool=false),90405,Protect,(424) 210-8450,http://www.protectecoinsulationinstallationca.com,http://www.houzz.com/pro/protectecoinsulation/protect-eco-specialty-and-cleanup,null,null,null,null,0,0,null,2,null,null
Arias General Construction,16511 Kristin,90504,Salvador Arias,(310) 350-8198,http://ariasconstruction.com,http://www.houzz.com/pro/arias0303/arias-general-construction,null,null,735652,null,1,0,null,0,null,null
Jewell Lock And Key,%!s(bool=false),90403,Jewell Reed,(310) 912-7653,http://www.santamonicacalocksmiths.com,http://www.houzz.com/pro/santamonicacalocksmiths/jewell-lock-and-key,null,null,null,null,0,0,null,0,null,null
SWES,%!s(bool=false),%!s(bool=false),:,(909) 708-7714,null,http://www.houzz.com/pro/mialoy/swes,null,null,null,null,0,0,null,0,null,null
TnT's Construction.com,%!s(bool=false),92028,Toby Stanley,%!s(bool=false),http://www.TnTsConstruction.com,http://www.houzz.com/pro/tobystanley/tnts-constructioncom,null,null,945638,null,0,0,null,0,null,null
Vantage,%!s(bool=false),91356,Josh Kashani,555-1234,null,http://www.houzz.com/pro/josh-kashani/vantage,null,null,null,null,1,14,null,0,null,null
LambConstruction,25920 rolling hills rd A,90505,Rocky Newman,31021201234,http://LambconBuilds.com,http://www.houzz.com/pro/shane-lamb2961542/lambconstruction,100000,1175000,null,null,23,19,null,2,null,null
Solar System Installation,%!s(bool=false),%!s(bool=false),:,(626) 466-1428,http://yourlosangelescontractor.com,http://www.houzz.com/pro/la-solar/solar-system-installation,null,null,null,null,2,0,null,0,null,null
"pacific habitat, inc,",%!s(bool=false),92260,jerry ellenz,(760) 485-9343,http://nonehttp://,http://www.houzz.com/pro/jerryellenz/pacific-habitat-inc,null,null,725624,null,1,0,null,0,null,null
Prestige Construction and Design,%!s(bool=false),%!s(bool=false),:,(877) 559-5005,http://www.prestigeremodel.com,http://www.houzz.com/pro/jonys1/prestige-construction-and-design,null,null,null,null,2,0,null,0,null,null
Urban Treehouse,%!s(bool=false),91773,Dennis Veloz,(909) 815-0047,http://urbantreehousebuilder.com,http://www.houzz.com/pro/dennis-veloz/urban-treehouse,null,null,999429,null,3,0,null,8,null,null
Accelerate Construction Inc.,5348 Overing Drive,91367,Debra De Avila,(818) 348-4840,http://Accelerateconstructioninc..com,http://www.houzz.com/pro/ddamari/accelerate-construction-inc,null,null,null,null,9,0,null,2,null,null
I.C.C.,9736 Lubao Ave,91311,Mike Halleman,(310) 903-6484,null,http://www.houzz.com/pro/mike-halleman/icc,null,null,null,null,2,0,null,0,null,null
Juan Marroquin Home Improvement Specialist,%!s(bool=false),%!s(bool=false),Tracine Marroquin,%!s(bool=false),null,http://www.houzz.com/pro/tracine-marroquin/juan-marroquin-home-improvement-specialist,null,null,null,null,41,4,null,0,null,null
chaparra3,%!s(bool=false),%!s(bool=false),:,(818) 259-7317,null,http://www.houzz.com/pro/chaparra3/chaparra3,null,null,null,null,0,0,null,0,null,null
S E NESS  CORPORATION,1918 Fairburn Ave,90025,Scott Ness,(877) 240-1870,http://www.senessco.com,http://www.houzz.com/pro/seness7/s-e-ness-corporation,null,null,987445,null,1,0,null,0,null,null
Pacific MH Construction,13551 Magnolia Ave.,92879,Aaron Padilla,(951) 737-8277,http://www.pacificmhconstruction.com,http://www.houzz.com/pro/aaron-padilla/pacific-mh-construction,null,null,802662,null,8,8,null,2,null,null
aysc inc,%!s(bool=false),91701,damian vasquez,(951) 275-2929,http://www.sunrise-construction.net,http://www.houzz.com/pro/ayscinc1/aysc-inc,null,null,918295,null,0,0,null,0,null,null
TOTAL CONSTRUCTION & REMODELING INC,5846 etiwanda av,91356,Jake Regev,(310) 926-6644,null,http://www.houzz.com/pro/tcre/total-construction-and-remodeling-inc,null,null,944033,null,1,0,null,5,null,null
Gotham Construction Inc.,9255 W. Sunset Blvd. Ste. 1000,90069,"Gotham Construction, Inc.",(424) 245-4470,http://gothamconstructioninc.com,http://www.houzz.com/pro/gothamconstructioninc/gotham-construction-inc,null,null,969720,null,2,0,null,0,null,null
riverachiquillo,%!s(bool=false),%!s(bool=false),:,(818) 584-4270,null,http://www.houzz.com/pro/riverachiquillo/riverachiquillo,null,null,null,null,0,0,null,0,null,null
CAL-FOR CONSTRUCTION,5923 Woodman Ave,91401,Jaime Orantes,(818) 262-5242,null,http://www.houzz.com/pro/jaime02/cal-for-construction,null,null,B896455,null,5,0,null,2,null,null
"WF Construction, Inc.",%!s(bool=false),%!s(bool=false),:,(909) 599-4262,http://www.wfconstruction.com,http://www.houzz.com/pro/wfconst/wf-construction-inc,null,null,null,null,1,0,null,4,null,null
Design Construction,%!s(bool=false),%!s(bool=false),:,(818) 621-3344,null,http://www.houzz.com/pro/designconstructionllc/design-construction,15000,10000000,null,null,0,0,null,0,null,null
"K & M Contractors, Inc.",%!s(bool=false),%!s(bool=false),:,(310) 469-3321,http://www.kandmcontractors.com,http://www.houzz.com/pro/kandmcontractors/k-and-m-contractors-inc,null,null,null,null,0,0,null,0,null,null
Saltair Group Inc,%!s(bool=false),90049,Henry Brown & Jeremy Colantonio,(310) 707-7318,http://saltairgroup.com/,http://www.houzz.com/pro/saltairgroup/saltair-group-inc,null,null,null,null,0,0,null,6,null,null
Reynolds Development Corporation,"2741 Plaza Del Amo, Suite 202",90503,Peter Rothe,(310) 408-3888,null,http://www.houzz.com/pro/peterrothe/reynolds-development-corporation,50000,3000000,null,null,2,0,null,0,null,null
All Goodman Construction co.,box 74268,90004,John Koo,(949) 374-0311,null,http://www.houzz.com/pro/lajvckoo9/all-goodman-construction-co,null,null,null,null,1,0,null,0,null,null
R.A.M. Construction Co.,3841 Old Conejo Rd,91320,Ray Martinez,%!s(bool=false),null,http://www.houzz.com/pro/raymartinez88/ram-construction-co,null,null,539973,null,1,0,null,0,null,null
CHEROKEE HOMES,%!s(bool=false),92260,Doug Howard,(760) 341-0920,http://cherokeecustomhomes.com,http://www.houzz.com/pro/cherokeedoug/cherokee-homes,null,null,null,null,0,0,null,0,null,null
Fine Design Builders,%!s(bool=false),92344,Terry Mcdowell,(760) 596-7449,http://www.finedesignbuilders.com,http://www.houzz.com/pro/finedesignbuilders/fine-design-builders,null,null,942959,null,0,0,null,0,null,null
Rocha Construction,1628 W. 256th St.,90710,Gilbert Rocha,(310) 484-4256,http://rochaconstructionLA.com,http://www.houzz.com/pro/gilbertorocha/rocha-construction,null,null,601378,null,5,0,null,6,null,null
All Construction & Development,13569 Christian Barrett Drive,93021,Tim Hall,(818) 632-5239,http://timhallconstruction.com,http://www.houzz.com/pro/th777/all-construction-and-development,null,null,734644,null,3,0,null,2,null,null
Image General Construction,%!s(bool=false),91423,Shimon Toledano,(818) 625-0481,null,http://www.houzz.com/pro/shimont/image-general-construction,null,null,974321,null,3,0,null,3,null,null
Expert Window And Door Installations,%!s(bool=false),91344,Gary Kuykendall,(818) 366-9573,http://expertwindowanddoorinstallations.com/,http://www.houzz.com/pro/expertwindowanddoor/expert-window-and-door-installations,null,null,null,null,0,0,null,3,null,null
Yanoskys Painting,%!s(bool=false),%!s(bool=false),:,(760) 898-1335,http://www.yanoskyspainting.com,http://www.houzz.com/pro/yanoskyspainting/yanoskys-painting,null,null,null,null,1,0,null,0,null,null
Davis Companies,946 Cottonwood dr,92320,Jeannette Davis,(909) 795-3809,null,http://www.houzz.com/pro/jannshane/davis-companies,null,null,849163,null,0,0,null,0,null,null
Kitchen Remodeling One,%!s(bool=false),90011,Abel Everson,(888) 403-6013,http://www.kitchenremodeling1.com/,http://www.houzz.com/pro/kitchenremodelingone/kitchen-remodeling-one,null,null,null,null,0,0,null,2,null,null
Locksmith La Crescenta,3075 Foothill Blvd #805,91214,John Doris,(818) 661-1167,http://www.locksmithlacrescenta.com,http://www.houzz.com/pro/locksmithlacrescenta/locksmith-la-crescenta,null,null,null,null,0,0,null,0,null,null
AIM Higher Construction,514 Levering Avenue,90024,Ted Hill,(310) 486-1584,http://aimhigherconstruction.com,http://www.houzz.com/pro/tedhill503210/aim-higher-construction,null,null,923376,null,1,0,null,0,null,null
"Elite Design Builders, Inc.","909 N. Aviation Blvd., Suite 2",90266,Rick Hall,(310) 863-7779,null,http://www.houzz.com/pro/rh253/elite-design-builders-inc,null,null,B922299,null,10,1,null,1,null,null
Ben David Construction,%!s(bool=false),%!s(bool=false),:,%!s(bool=false),null,http://www.houzz.com/pro/leorportal/ben-david-construction,null,null,null,null,1,0,null,0,null,null
Addition Contractors,%!s(bool=false),90011,Davion Bridges,(888) 402-2717,http://www.additioncontractors.com,http://www.houzz.com/pro/additioncontractors/addition-contractors,null,null,null,null,0,0,null,3,null,null
INNOVATIVE CONSTRUCTIONS,"2735 Evelyn Street,",90066,AL D.,(818) 497-2344,http://innovativeconstructions.houzz.com,http://www.houzz.com/pro/innovativeconstructions/innovative-constructions,250,120000,null,null,3,1,null,4,null,null
Perfect Builders,6399 Smoketree Ave,91377,Moses Ovadia,(866) 794-0022,http://www.perfect-builders.com,http://www.houzz.com/pro/perfectbuilders/perfect-builders,null,null,727590,null,4,0,null,5,null,null
Capitol Construction Group,217 Palos Verdes Blvd. #325,90277,Angela Hoover,(714) 342-1640,http://www.capitolconstructiongroup.com,http://www.houzz.com/pro/angela-hoover6926/capitol-construction-group,null,null,954075,null,4,1,1,0,1,null
handymanmark,%!s(bool=false),91761,Denise Jenkins Mark Munshower,815-9243,null,http://www.houzz.com/pro/handymanmark24/handymanmark,null,null,null,null,3,12,null,0,null,null
CH Services,2109 Rockefeller Lane Unit A,90278,Chris Hill,(310) 740-2186,null,http://www.houzz.com/pro/cwhitinghill/ch-services,null,null,NA,null,1,0,null,0,null,null
Terra Industries,402 1/2 Palos Verdes Blvd,90277,Jim Staley,(619) 719-2135,null,http://www.houzz.com/pro/darlenestaley/terra-industries,null,null,null,null,3,0,null,0,null,null
Contractors Agoura Hills,%!s(bool=false),91301,Max Bablo,(818) 725-1204,http://www.contractorsagourahills.com/,http://www.houzz.com/pro/contractorsagourahills/contractors-agoura-hills,null,null,null,null,1,0,null,2,null,null
macpro,12300 Washinton,90606,David Machado,(562) 623-4300,http://www.macprosinc.com,http://www.houzz.com/pro/rennyx/macpro,null,null,722296,null,1,0,null,0,null,null
GlassRoots,7822 limonite ave,92509,Sam Bahhur,(708) 663-9043,null,http://www.houzz.com/pro/sam-bahhur/glassroots,null,null,null,null,2,0,null,0,null,null
Mathew Noonan Construction Specialist,37845 Thompson Road,92270,Matthew Noonan,(760) 831-1000,http://www.noonanbuild.com,http://www.houzz.com/pro/mattn777/mathew-noonan-construction-specialist,null,null,929570,null,4,0,null,0,null,null
Dutchman TIle & Stone,%!s(bool=false),90706,Scott Vanden Berg,(562) 373-5142,http://www.dutchmantileandstone.com,http://www.houzz.com/pro/scott-berg6121/dutchman-tile-and-stone,null,null,null,null,5,1,null,0,null,null
SoCal Kitchen and bath,41104 20th St West,93551,Chris Beatty,(661) 339-2778,http://www.socalkitchenandbath.com,http://www.houzz.com/pro/chrisbeatty/socal-kitchen-and-bath,null,null,null,null,4,0,null,2,null,null
Six6One Home Solutions LLC,20628 Santa Clara St.,91351,Vincent,(661) 993-2532,http://www.661home.com,http://www.houzz.com/pro/six6one/six6one-home-solutions-llc,null,null,957708,null,20,25,null,6,null,null
RB General Contracting,15701 Lassen St.,91343,Aaron Farnsworth,(818) 554-4900,http://tulow1.houzz.com,http://www.houzz.com/pro/tulow1/rb-general-contracting,null,null,989724,null,12,2,1,10,null,6
Vista Premium Construction,%!s(bool=false),%!s(bool=false),:,(844) 544-9444,http://www.vp-corp.com,http://www.houzz.com/pro/vpcorp/vista-premium-construction,null,null,null,null,2,2,null,2,null,null
Family Craft Construction,%!s(bool=false),%!s(bool=false),:,(909) 949-9745,null,http://www.houzz.com/pro/familycraft/family-craft-construction,null,null,null,null,0,0,null,0,null,null
gags,%!s(bool=false),%!s(bool=false),:,(805) 256-0314,null,http://www.houzz.com/pro/cvwags/gags,null,null,null,null,0,0,null,0,null,null
Expert Builders,%!s(bool=false),%!s(bool=false),:,(818) 266-7775,null,http://www.houzz.com/pro/expertbuilders1/expert-builders,null,null,null,null,0,0,null,4,null,null
Ridgewood Construction,5134 Via El Molino,91320,scott moncourtois,(805) 657-9319,http://ridgewood09.com,http://www.houzz.com/pro/smoncourtois/ridgewood-construction,null,null,937344,null,2,0,null,0,null,null
Joseph T. Morreale Construction,%!s(bool=false),92270,Joe Morreale,760898,null,http://www.houzz.com/pro/joe1155jm/joseph-t-morreale-construction,null,null,null,null,0,0,null,0,null,null
24 Six  Construction,%!s(bool=false),%!s(bool=false),:,(310) 628-6080,http://www.24sixconstructions.com,http://www.houzz.com/pro/hertzelk/24-six-construction,null,null,null,null,1,0,null,0,null,null
John Moyles Builder,"3734 Elizabeth Street, Suite A",92506,John Moyles,(909) 856-7460,http://www.johnmoylesbuilder.com,http://www.houzz.com/pro/johnmoylesbuilder/john-moyles-builder,null,null,null,null,1,0,null,0,null,null
wilson contracting corp,445 innwood road,93065,stuart Wilson,(805) 444-2632,null,http://www.houzz.com/pro/stuw12/wilson-contracting-corp,null,null,null,null,1,0,null,0,null,null
"Seaway Builders, Inc.","28362 Vincent Moraga Drive, Suite E",92590,Dennis Marchand,(951) 308-2400,null,http://www.houzz.com/pro/dtm1racerx/seaway-builders-inc,null,null,null,null,1,0,null,0,null,null
Westlake Smile Design Dental Implants,911 Hampshire Road #27,91361,Dental Implants,(805) 225-7500,http://www.dentist4implants.com,http://www.houzz.com/pro/westlakesmile/westlake-smile-design-dental-implants,null,null,null,null,0,0,null,0,null,null
Nicky Ghanaat,123 Camden,90210,Nicky Ghanaat,407-0037,null,http://www.houzz.com/pro/nicky-ghanaat/nicky-ghanaat,null,null,null,null,0,0,null,0,null,null
Empire Development Corp.,%!s(bool=false),91367,Melinda Barbello,(818) 888-7075,null,http://www.houzz.com/pro/melinda-barbello/empire-development-corp,null,null,null,null,1,0,null,0,null,null
Meridian Design Construction,%!s(bool=false),%!s(bool=false),:,(805) 340-9777,http://www.meridian-design-construction.com/,http://www.houzz.com/pro/meridianconstruction1/meridian-design-construction,null,null,null,null,0,0,null,0,null,null
Hanks Construction,%!s(bool=false),%!s(bool=false),:,(310) 728-5707,http://hanksconstruction.net,http://www.houzz.com/pro/hanksconstructionla/hanks-construction,null,null,null,null,1,0,null,3,null,null
Nivo Medical,%!s(bool=false),90266,James Peter,(310) 760-0116,http://www.nivomedical.com/,http://www.houzz.com/pro/nivomedical/nivo-medical,null,null,null,null,0,0,null,0,null,null
"Southland Construction Services, Inc",%!s(bool=false),90062,Fernando Riveroll,(310) 644-7766,null,http://www.houzz.com/pro/southlandc/southland-construction-services-inc,null,null,972109,null,1,0,null,0,null,null
Galvan Construction & Development,%!s(bool=false),92392,David Galvan,(503) 707-0564,http://http:/www.galvanconstruction.net,http://www.houzz.com/pro/tonygalvan/galvan-construction-and-development,null,null,970090,null,0,0,null,0,null,null
Modern Castle Construction,%!s(bool=false),%!s(bool=false),:,(562) 216-4920,http://modern-castle.com/,http://www.houzz.com/pro/darling54/modern-castle-construction,null,null,null,null,0,0,null,0,null,null
Itay,%!s(bool=false),%!s(bool=false),:,(213) 304-0048,null,http://www.houzz.com/pro/itay82/itay,null,null,null,null,0,0,null,0,null,null
klh professional services,%!s(bool=false),%!s(bool=false),Dave,%!s(bool=false),null,http://www.houzz.com/pro/klhglobal/klh-professional-services,null,null,null,null,1,0,null,0,null,null
Joseph Kearney Construction,15127 Del Gado Dr.,91403,Joseph Kearney,(818) 425-2930,null,http://www.houzz.com/pro/joekearney/joseph-kearney-construction,null,null,612030,null,3,0,null,7,null,null
TNS Inc,%!s(bool=false),%!s(bool=false),:,%!s(bool=false),null,http://www.houzz.com/pro/orom/tns-inc,null,null,null,null,2,2,1,0,1,null
Delta Remodeling,%!s(bool=false),91202,George Ford,%!s(bool=false),null,http://www.houzz.com/pro/connorman13/delta-remodeling,null,null,913496,null,1,0,null,0,null,null
JRW & Company,1013 n san vicente #4,90069,John Ward,(310) 650-1961,http://www.jrwandcompany.com,http://www.houzz.com/pro/jrwandcompany/jrw-and-company,null,null,960015,null,4,1,null,7,null,null
GM Builders,%!s(bool=false),93001,Guy Martin,(805) 320-8090,http://www.gmbuildersCA.com,http://www.houzz.com/pro/gm-builders/gm-builders,null,null,950375,null,0,0,null,0,null,null
Dave Lock & Key,%!s(bool=false),90302,Dave Simpson,(310) 409-4146,http://www.davelockandkey.com,http://www.houzz.com/pro/davelockandkey/dave-lock-and-key,null,null,null,null,0,0,null,0,null,null
Kendall Hales Construction,%!s(bool=false),91214,Kendall Hales,(818) 249-6440,null,http://www.houzz.com/pro/kendall-hales/kendall-hales-construction,null,null,null,null,0,6,null,0,null,null
The Honey-Do Man,960 S. Elk St,92543,Barry Bryan,(916) 202-7098,null,http://www.houzz.com/pro/barry-bryan/the-honey-do-man,null,null,null,null,57,0,null,2,null,null
New Vision Real Estate & Investments,"15130 Ventura Blvd, #320",91403,New Inves,(818) 967-9014,http://newvisionamerica.com,http://www.houzz.com/pro/newinves03/new-vision-real-estate-and-investments,null,null,null,null,1,0,null,2,null,null
Cash For My Car Now,4054 Del Ray Ave #206,90292,Mr. John,(310) 846-8407,http://www.cashformycarnow.net,http://www.houzz.com/pro/cashformycarnow1/cash-for-my-car-now,null,null,null,null,0,0,null,0,null,null
UAC Contractors Arcadia,%!s(bool=false),91007,Samuel Muligan,(626) 213-1714,http://www.contractorsarcadia.com/,http://www.houzz.com/pro/arcadiacontractors/uac-contractors-arcadia,null,null,null,null,0,0,null,2,null,null
Bryan Nadley,%!s(bool=false),%!s(bool=false),:,(310) 488-3337,http://bryannadley.com,http://www.houzz.com/pro/bryannadley/bryan-nadley,null,null,null,null,1,0,null,0,null,null
Cardoza Drywall,%!s(bool=false),91351,Jose Cardoza,(661) 433-2427,http://cardozadrywall.com,http://www.houzz.com/pro/jose-cardoza67/cardoza-drywall,null,null,971956,null,6,2,null,0,null,null
SK Construction and Design,31858 Castaic Road #305,91384,Sean Kelley,(310) 678-9244,http://www.skconstructionanddesign.com,http://www.houzz.com/pro/skconstruction1/sk-construction-and-design,null,null,288619,null,1,0,null,0,null,null
Handyman Home Maintenance,%!s(bool=false),%!s(bool=false),:,(909) 456-5820,http://davidmeadows74.wix.com/handyman-home,http://www.houzz.com/pro/davidmeadows7/handyman-home-maintenance,null,null,null,null,0,0,1,2,1,null
Modern Homes Center,%!s(bool=false),%!s(bool=false),:,(888) 959-0689,http://www.modernhomescenter.com,http://www.houzz.com/pro/modernhomescenter/modern-homes-center,null,null,null,null,0,0,null,4,null,null
"Mr. Handyman of Beverly Hills, Hollywood & Valley",15720 Ventura Blvd.,91436,Marc Harrison,(818) 907-7314,http://www.mrhandyman.com/,http://www.houzz.com/pro/mrhandymanla/mr-handyman-of-beverly-hills-hollywood-and-valley,null,null,#807495,null,34,0,null,3,null,null
Extreme Backyard Designs,%!s(bool=false),91761,Extreme Backyard,(909) 930-6111,http://www.extremebackyarddesigns.com,http://www.houzz.com/pro/dpallares13/extreme-backyard-designs,2500,20000,null,null,1,0,null,4,null,null
Tarmigan Inc.,%!s(bool=false),%!s(bool=false),:,(805) 523-2483,null,http://www.houzz.com/pro/mckendrickdan/tarmigan-inc,null,null,null,null,0,1,null,0,null,null
vandykeconstruction,10 orleans rd.,92270,mike vandyke,(760) 285-2004,null,http://www.houzz.com/pro/mikevandyke1/vandykeconstruction,null,null,737592,null,1,0,null,0,null,null
JEC Construction,1155 Hastings Ranch Dr.,91107,JIm Edwards,(626) 705-4120,null,http://www.houzz.com/pro/jim293/jec-construction,null,null,785705,null,0,0,null,0,null,null
Transform LP,%!s(bool=false),90280,Marcelo Ortuste,%!s(bool=false),null,http://www.houzz.com/pro/mortuste/transform-lp,null,null,null,null,1,7,null,0,null,null
Calari Construction,1775 E. Palm Canyon Drive,92264,Robert Callaway,(760) 409-2077,http://www.calari construction.com,http://www.houzz.com/pro/jrcallaway/calari-construction,null,null,CA350469  NV0075525,null,3,0,null,2,null,null
JRH Consulting and Design Inc.,P.O. BOX 272,92567,JRH consulting and Design Inc JRH consulting and design Inc,(951) 746-6559,http://jrhconsultdesign.com,http://www.houzz.com/pro/jrhconsultdesigninc/jrh-consulting-and-design-inc,null,null,"543730,543730C10",null,0,0,null,4,null,null
Finishing Look Construction,6937 los santos dr,90815,Daniel Hendrix,(562) 212-6705,http://www.houzz.com/pro/d88hendrix,http://www.houzz.com/pro/d88hendrix/finishing-look-construction,null,null,null,null,18,1,null,8,null,null
PatioCrew.com,18202`,%!s(bool=false),Patio Crew,%!s(bool=false),http://patiocrew.com,http://www.houzz.com/pro/patiocrew/patiocrewcom,null,null,917821,null,1,0,null,0,null,null
